Review,Rating
The screws were damaged when received. Apart from that everything seems ok.READ MORE,2
Yes the product is nice and even the weight of all the dumbells are crrtREAD MORE,5
PatheticREAD MORE,1
Awesome👍👍👍READ MORE,4
Very poor qualityREAD MORE,1
"The plates are very bulky, which were expected as they are filled with sand. The threading on the rods could have been better.READ MORE",3
Very good productREAD MORE,5
product is good but bolt is not goodplates are also good.READ MORE,4
Weights are of plastic thought they were steel but still it's goodREAD MORE,3
Quality not as expectedREAD MORE,1
One nut is brokenREAD MORE,3
awesomeREAD MORE,5
Nice for home useREAD MORE,4
Average quality but OK with itREAD MORE,3
Good. Purchase at 1299READ MORE,3
Worthy of priceREAD MORE,5
Worth it 👍READ MORE,3
Decent qualityREAD MORE,5
WowREAD MORE,5
Good than I thoughtREAD MORE,5
Hollow sound is there inside pvc dumbels...sand not filled properly...also nuts quality is very poor..READ MORE,2
Good product but weight of plates not exactly equal to what is mentioned over platesREAD MORE,4
AverageREAD MORE,3
Best product in this prizeREAD MORE,5
Very bad qality don't buy it at any cost.It is completely fill with sand and soil.Its better to buy stell and rubber coated dumbbellREAD MORE,2
1 kg 2pices only need 2 more.... All others are perfectREAD MORE,4
Very nice product good bass clear audio soundREAD MORE,5
OK OKREAD MORE,3
1 issue dumble rod are made of plastic . plates are averageREAD MORE,4
Thus product is Not good as i was expecting.Plates are only cover with very thin plastic material and inside filled with sand mixtureREAD MORE,1
Super productREAD MORE,5
"The product is very nice,with perfect weight and nice service ! No damages found ! Value for money ♥READ MORE",5
NiceREAD MORE,3
"The dumbbells I have ordered and called are very good, their packing, their weight, their road means almost all are very much better than I did not expect.READ MORE",5
Cheap Quality... Even Nut for dumbbells are platic madeREAD MORE,3
Not upto the mark as expected. Material are dull. Made with sand. Tighting knob are also bad. You won't get feel for that.BTW lift heavy and healthy.READ MORE,2
Good.READ MORE,4
GoodREAD MORE,4
Very low qualityREAD MORE,1
It has send inside. locks are lose. Not worth it.READ MORE,2
Poor quality productREAD MORE,1
Amazing products but nut is of plastic......READ MORE,4
Overall good product..the only demerit is nut gets loosen after some days.READ MORE,4
Nuts are really bad...READ MORE,1
This is very bad equientREAD MORE,3
Good qualityREAD MORE,5
Good product but u r showing in this product profile steel adjustable rod but bt I receive a to z plastic partsREAD MORE,3
The Rod screw was not good other wise go for itREAD MORE,3
Good product and good for begginersNice plates 3kg X 42kg X 4 1kg X 2=22 kgREAD MORE,5
Waste of moneyREAD MORE,1
Nice.. looking prettyREAD MORE,5
Good productREAD MORE,4
Superb 🔥🔥READ MORE,5
Worth money but i gave 4 stars because it was a bit damagedREAD MORE,4
Bad quality weights. When you lift a plate you can feel the sand or whatever material they put inside  moving and gives a bad user experience. One of the weight was out of shape. Pay a liitle more and buy the metal weightsREAD MORE,1
OsmREAD MORE,5
Nuts are loseREAD MORE,4
"Waste of moneyWhen I recieved the package, it was full of damageAnd also the quality is very lowREAD MORE",1
Good productREAD MORE,4
Don't buyREAD MORE,1
It is not a good product Because it's nuts are very looseREAD MORE,1
Good product..superb Thanks FlipkartREAD MORE,4
so niceREAD MORE,5
2.5 kg was extra weights & can't be taken together All the weight should be taken in one go & else we should not provide.READ MORE,2
OsamREAD MORE,4
good productREAD MORE,3
GoodREAD MORE,3
"Not up to the mark product ,do not buy itREAD MORE",1
Big in sizeREAD MORE,3
Very useful during lock down situation happy to have it..🏋️‍♂️READ MORE,5
Not up to the mark ...READ MORE,1
"Not complete 25, 1 plate was 2.1/2 2  plates of no use due to improper balance.READ MORE",2
GoodREAD MORE,3
Good product...no damagesREAD MORE,4
"Not that great It worked good for me , but doesn't give that premium feel , the handles are sturdy but when you try to lift it , it always feels like it is going to fall off , actually for this product 3.4 star is good .You can say that if you have less money then definitely go for it . But if you have a budget go for something else . Like a rubber dumbbell . Or something . Instead of a pvc one those are better , they look professional and are durableREAD MORE",3
OkREAD MORE,3
Low quality productREAD MORE,2
Very poor quality and sand is falling from that plates while doing exerciseREAD MORE,1
Very poor qualityREAD MORE,1
"Weighs are good but dumbles Rod n Nuts that given with weight is bad.. nuts either tight to much or they are slippy. I bought 25 kg. 3kg*4=12kg, 2kg*4=8kg and 2.5kg*2=5kgREAD MORE",4
Nut is not good quality but everything is okay ❣️❣️READ MORE,3
Bahot hi ghatiya product. Made for plastic and cemented inside.READ MORE,1
"The product is ok. Dumbells and Rods are of fine quality,  but the locks that hold the dumbells on the rod, are of very poor quality....they'll probably break after using few times.Very bad quality.....not recommendedREAD MORE",1
Poor quality . Not satisfiedREAD MORE,1
"Good product,But delivery man threatened me to give 20 delivery charge otherwise he would not deliver my product.READ MORE",3
Satisfied with the product... Little bit disappointed with gloves... but overall satisfied and good quality than expectationREAD MORE,4
Don't Think Jus Go for it.READ MORE,5
Good product but nut are not enough good....READ MORE,3
All plates are not same !!!!!!Lock quality is too baddddd!!!!Do not buy!!READ MORE,1
This bed onREAD MORE,1
Use full for Beginners.In this price. Nice product.READ MORE,4
"Nice dumbel. No sand leakage from plates. Rod ,star nut and weight plates are good.I bought 16 kg @Rs 1050. 3kg - 4 plates 1kg- 4 plates.READ MORE",4
"Weights are good , but the dumbbel rod that given with the weight is bad . So I had to buy those from outside..READ MORE",3
Best budget weights on flipkart. You dont need a rod when you have dumbells.READ MORE,5
1 piece of plate is fully damaged..when I requested for exchange the item is not picking up till now.. Really disgusting..READ MORE,1
"Really good, value for moneyREAD MORE",4
Excellent product Thanku FlipkartREAD MORE,5
These is a wrost quality product it has no pvc type weight it has only poor quality plastic surface in which  sand is filled not worth money and what I have received in that set total 14 kg two 2.5 kg & three 3kg  weight plate is defective and damaged from those sand is leakagingREAD MORE,1
The not bolts are made of plastic and break immediately.READ MORE,1
NiceREAD MORE,3
Poor qualityREAD MORE,1
Good for home  gym 💪READ MORE,5
The best guys! Go for it❤️READ MORE,5
They provide a old & damaged product (all the weight are in 2kg ok but they provide a 2.5 kg for one side and another side 2k what a logic)READ MORE,1
nice productREAD MORE,5
Weights falling off because of loose nutREAD MORE,1
The product supplied is of Average quality. Threads on one of the rods have gone bad within 2 months of use. The weight slips a bit. Other than that it's okay for moderate home useREAD MORE,2
Good product..READ MORE,4
As expected... Good product.READ MORE,4
Quality wise its a better product then I've expected 👌 thank you flipkart 😊READ MORE,5
Very high cost 1200READ MORE,1
very poor qualtythese outsude made full of cementwaste moneyREAD MORE,1
NiceREAD MORE,5
"I liked it very much.Its lovely Firstly it was not good, i placed a replacement for that.After that i got nice product.Process took much time but its okkREAD MORE",4
Poor quality dumbells not worth the amount of money spent Very disappointedREAD MORE,1
The Dumbbell was broken at many places and the sand filled inside was all over the packing.READ MORE,1
"Good,.. but in this image showing steal pupe but its delivering time that's will plasticcccREAD MORE",4
It's good product for exercise 👍 ....... It's worth product 👌READ MORE,4
Very badREAD MORE,1
GoodREAD MORE,4
Good product in this priceREAD MORE,5
"Nuts are not upto the mark(loose i guess) while lifting , plate is falling from the other side which is very annoyingREAD MORE",3
Don't waste your money guys.  Its pathetic quality.  The Rods and lock is so cheap quality that takes forever to lock.  Half of the time u will seat and adjust the weights only.READ MORE,1
"Today I recieved the replacement product. Happy to find it brand new this time. Quality is okay. Star nuts quality should have been better. This is my initial review. I'll post my review after using it for next 10 days.10Nov20: This is my review after 2 months of use. The star nuts got loose, discs are falling apart. Not able to get any spare nuts. I need help.READ MORE",2
nut got missed within a week please kindly replace itREAD MORE,2
"Nut having low quality, overall Good product.READ MORE",4
Excellent very good product Thanks for thisREAD MORE,3
"Screw unable to remove, plate falls down ,  waiting for return pick up., Worst product.READ MORE",1
"Average product, made of PVC, even handle is made of strong PVC plastic.READ MORE",3
GoodREAD MORE,4
Received damaged product. Quality is very poor. The weights are dented in multiple places.READ MORE,3
Nice oneREAD MORE,5
Product good but lock nuts is poorREAD MORE,3
Awsm product... Value for moneyREAD MORE,4
Bed qualityREAD MORE,1
Little damgaedREAD MORE,1
BestREAD MORE,3
Good quality. Go for itREAD MORE,5
Very poor material 👎READ MORE,1
Quality of star nut is very poor. It's thread gets worn out within 3-4 daysREAD MORE,2
Worth for moneyREAD MORE,5
Gud product but not iron rods.rods and nuts are plastic. Comfortable to do.READ MORE,4
OkayREAD MORE,3
Mid rangeREAD MORE,3
Nice but star nut is not okeyREAD MORE,4
Nice prodackREAD MORE,4
Product is okay ish. But not up to the mark. Very poor packing. No plate has the exact weight mentioned on it. It can have slight variations but this difference is huge. 3 kg has only 2.5 kg weight. 2kg plate has 2.5 kg weight. I measured all the plates.  Did not meet my expectations.READ MORE,2
One of 2 kg weight has a manufacturing defect will break in wear and tear.  Going to get it replacedREAD MORE,2
3kg plates and 2.5 kg plates are nice but 2 kg plates are little bit average qwalityREAD MORE,4
Worst quality.READ MORE,1
"You may get bars made of plastic, not sure how durable they will be. There's an error of approximately minus 1kg per dumbbell with everything stacked. Otherwise, seems fine. Decent valueREAD MORE",4
It's just plastic cases filled with sand. But it's not good to expect more at this price pointREAD MORE,2
Nice product...under 1k best 10kg dumbleREAD MORE,5
Doesn't looks to be 2 and 3 kg weight plates respectively. Quality is very poor and it won't last longer than 6 months even if it's handled with care.READ MORE,2
Nice oneREAD MORE,5
One was damageREAD MORE,1
Wonderful productREAD MORE,5
Amazing product and it is worth for moneyREAD MORE,5
SolidREAD MORE,4
Quality is poor.. waste of moneyREAD MORE,1
The quality of the bar is horrible but the weights themselves are alright .READ MORE,4
Good.Not up to the markREAD MORE,3
Not that bad and not that good it is okay okayREAD MORE,3
GoodREAD MORE,5
supubREAD MORE,5
Very badREAD MORE,1
Good Product..READ MORE,5
"Not upTo tha mark , but at this price level its a good productREAD MORE",3
NiceREAD MORE,5
Good product. Weights are good. For making pace in workout these dumbbell are required.READ MORE,5
I don't know maybe because of the material used or what....this dumbbell is quite heavy to the one I used in my gym....and the rings are so huge in size..that if not done properly your arm will definitely collide with the ringsAnd it is susceptible to get damagedREAD MORE,3
Perfect for home workoutREAD MORE,4
Not gd damege piceREAD MORE,1
Worst thing don't buy these not working properlyREAD MORE,1
"you might get problem of loose clips, but can easily fix it with a thread/wireREAD MORE",4
"Not gd , sand in dumble , very bad , never but , upset flipcartREAD MORE",2
Locking & unlocking is time consuming........READ MORE,2
"Product is very good. It's not rubber finish, neither steel or iron inside, looks like Cement or some other material, but serves the purpose, I am using it from a month. Weight is also correct I measured it on weighing scale.. good to use at homeREAD MORE",5
Cheap QualityREAD MORE,1
Worst product dumbells plates are of low quality plastic which is cracked from the joints.READ MORE,1
NiceREAD MORE,5
"Best product at this price, you just need to take care of it... Else what else you want with this price, earlier I was afraid to purchase, but when product arrived, it is good for this money.There are few dots in product but that I can consider might be due to transportation. Else everything is perfect a must buy product. And try product, fulfills all your need.READ MORE",4
Nice i like this this item 10kgsREAD MORE,5
This product is too gud... Totally worth it.. I bought it for my bae.. He is extremely happy... Go for itREAD MORE,5
Worst productREAD MORE,1
These dumbbells are plastic filled with sand.READ MORE,3
Werry nice forsopingREAD MORE,5
Thanks. I love the productREAD MORE,5
Low quality more priceREAD MORE,2
Product is niceBut Delivery is not on time No response after callI got my Dumbbells two days laterREAD MORE,4
Nyc🤘🤘🤘 productREAD MORE,5
"Courier boy behaviour is very good,but product is damaged , may be occured in transport time1.the need to take some precautions when transport timeREAD MORE",3
Broken productREAD MORE,1
Very bad productREAD MORE,2
Worst quality product. Please do not buy. The rods do not come with enough threads (grooves) for the nuts to be tightened. The nuts itself are of bad quality and will not last long.Please stay away from it.READ MORE,1
All good except that it has come very very late and the whole purpose of gifting was a complete flop didn't expect that flipkart would delay but the trust has been eroded.READ MORE,4
"Not very high quality product , after two months of use it's nut became loose, so there are many chance it can fall down on face during chest workoutREAD MORE",1
Same as the image.3kg*4 plates2kg*4platesTotal 20kgs with rod and 4 star nuts.READ MORE,5
So many additional supplementREAD MORE,5
Osama product very very nice and very fast delivery thanks 😊 FlipkartREAD MORE,5
finishing of weight plates is good. rods are ok.READ MORE,5
Cheap quality product of no useREAD MORE,1
"product is made up of plastic filled with sand. Even though good product in this price. Only one suggesion is that the clips can be made up of iron, a pressing type.READ MORE",5
Plastic covers to hold the plates with handle Come on U want us to break our face Fix this BS asapREAD MORE,3
NiceREAD MORE,5
"Don't buy this product, this is wastes of moneyREAD MORE",3
Excellent quality of product and very fast serviceREAD MORE,5
Waste productREAD MORE,3
Cheap quality weight and rods. Expected Quality must have been better than this. Very much disappointed and dissatisfied. I would suggest not to buy not worth itREAD MORE,1
Damaged productREAD MORE,1
GoodREAD MORE,5
It's not comfortableREAD MORE,1
Nice. Satisfied with qualityREAD MORE,5
"Spend a little extra and buy good quality dumbells. These are a waste. Damaged plate, sand leaking, weak rods, the nuts are not strong enough to hold the weight. Very unsafe.READ MORE",1
Bad productREAD MORE,1
Very bad build quality. The weights are filled with sand inside.READ MORE,1
"Very good quality, very useful for home exercises. There is no differct in product. Thank you flipkartREAD MORE",5
Product was good but little damage was there if the transportation was done carefully then the product would have been more betterREAD MORE,3
Great packing by flipkart.good material....good choiceREAD MORE,4
Low quality productREAD MORE,1
Nice product but doumbole rod is not goodREAD MORE,4
no qualityREAD MORE,2
"Buy this product if you are looking for a good pair of dumbbells online, good quality, cheap price.😊READ MORE",5
Average product ..... weights quality is not very good.READ MORE,3
These are good dumbells for those who want it for temporary use. Everycompnent is pvc.. So use has to be delicate.... But will suffice for ur lockdownREAD MORE,4
Ur delivery of boy is very rude behavior.READ MORE,2
Nice productREAD MORE,5
GoodREAD MORE,5
AmazingREAD MORE,5
Poor quality. And rods are hollow. Definitely not a durable item.READ MORE,1
Not so great but fine with that priceREAD MORE,3
It's is plastic product. please thinking this product is damaged.READ MORE,1
"It's good product although you can't get in so cheap price,but it has few drawbacks also like nuts are very tight and dumbells are having scratches on it,then also it's good you can buy it in this price for me it's awesomeREAD MORE",4
Bed qualityREAD MORE,1
"Firstly, thanks very much Flipkart for the timely,  one day earlier delivery. The order  was well wrapped and packing was good.2. Regarding the weights, they are made of heavy duty plastic and filled cement,,but weighing quite a bit. I ordered 15kg.dumbells.But the negative point is,though the picture shows that the rods look like metal, in realityincluding rods supplied are of black thick plastic with threads,is it not hiding truth flipkart?READ MORE",3
Perfect 👍👍👍READ MORE,5
Quality of plastic is very poor . It gets damaged easily . You have to use it like a fragile productREAD MORE,2
plate is good but dumbell rod is plasticREAD MORE,3
It is good but i ordered 12th kg order come to come  only 10 kg and one plate is damage so it averageREAD MORE,3
Not as good it has plastic rods and steel as shoenREAD MORE,3
Poor Quality..READ MORE,1
Good metals with pvc platesREAD MORE,4
"Very bad product,weight is not accurate.READ MORE",1
"Good, but price is to high.READ MORE",4
Waste product they gave only 4 not 8READ MORE,1
Bad quality..READ MORE,1
It was ale broken and it's taking lot of time to replace itREAD MORE,1
Average quality.. Size is larger than I thoughtREAD MORE,3
Awesome productREAD MORE,5
very niceREAD MORE,5
GoodREAD MORE,4
GoodREAD MORE,4
At the time of exercise dumbbell lock become little loose.READ MORE,3
GoodREAD MORE,5
Plastic worstREAD MORE,1
Medium qualityREAD MORE,3
"Genuine Review from Genuine UserOne of the PVC plate broke just the second day of use. The star nud rod is the most useless thing. The nut is tight and unevenly fixed that it takes a lot of pain, effort and time to remove the nuts to add on more weights.Overall the product is complete shitt... if you want to simply waste your money then go ahead or be smart enough to go for something else.#savingYourMoneyREAD MORE",1
Product was very good but delivery is so lateREAD MORE,5
Backwas........ Plastic quality is very poor and inside items sandREAD MORE,1
Quality is very bad.READ MORE,1
Not actually weightsREAD MORE,1
Ok okREAD MORE,3
All the sand was falling down from the plates and also its not a clean finished product! But good for home exercise if its comes in good packing.READ MORE,3
Waste productREAD MORE,2
Don’t buy very cheap quality and they won’t allow returnREAD MORE,2
ossm niceREAD MORE,5
not up to mark twice got damaged product low quality pvc used fulled with sand and small stoneREAD MORE,2
They have given weight but rods are too short you cannot put more than 12 kg in one dumbell.READ MORE,3
"Good product, but tow plates are defected out of eight. But other plates are good quality.READ MORE",4
One not is getting slipped unable to tight . Overall it is fineREAD MORE,4
Don't buy don't go for cheap rate cheap price cheap qualityREAD MORE,1
Good but not for my useREAD MORE,4
GoodREAD MORE,3
WorstREAD MORE,1
Nice product 👌👌👌READ MORE,5
This doumble is osm but there is a hole in one plateREAD MORE,3
It's goodREAD MORE,5
Good qualityREAD MORE,4
Poor design and build quality. Just okayish for amateursREAD MORE,2
Amazing....but The weight is full of claymud it's about kg's...But Soo hardREAD MORE,5
Good product 💪READ MORE,4
Fantastic product such good and best productREAD MORE,5
Star nut not work.READ MORE,3
NiceREAD MORE,5
Very poor qualityREAD MORE,1
Got diffetent weightREAD MORE,1
Good productREAD MORE,4
"It's clip doesn't work ,waste productREAD MORE",1
Product quality is badREAD MORE,2
It is full of mud inside it is total waste product  don't buy itREAD MORE,1
There are some holes in the dumbbellsREAD MORE,2
Everything is good but one plate is damage. Just  go for it .READ MORE,3
Low qualityREAD MORE,2
"Good product, for this priceREAD MORE",4
Waste of money pls dont buy this productREAD MORE,1
damage product gotflipkark cheatingREAD MORE,1
Just okREAD MORE,1
My dumple was damagedREAD MORE,1
Good enough for home workoutREAD MORE,4
Its looseREAD MORE,2
That's more than good enough for home workout 💪Excellent 👍READ MORE,5
Jst home workoutREAD MORE,3
Packing of product excellent... Plates are also of good material... Rod is also good... Bt locks are of plastic and not good....READ MORE,4
Very bad quality equipmentsREAD MORE,1
Good Product. Worthy Buy.READ MORE,4
Awesome productREAD MORE,5
The pvc quality is not goodREAD MORE,2
The product was but it's covers was plastic  and and wait is goodREAD MORE,5
Lukng great.... Gud quality rod and plate... But a small improvement needed... The adjustable nut shoud be made of iron ya silver... Plastic is not goodREAD MORE,5
Nice product plates low qualityREAD MORE,4
After 3 months review overall products is good but  whole one rod screw got free wich cannot be used I am tight screw agai and again but it losses oftenREAD MORE,3
worse product everREAD MORE,1
Product good to Home usesREAD MORE,5
One of the weight was brokenREAD MORE,2
This is like awesome for gyming .READ MORE,5
Product is good. But provided star nut is very low quality and tend to loosen in some days. Overall for beginners is good with reasonable cost.READ MORE,4
Satisfaction level 💯READ MORE,5
"Its plastic and filled with sand, I got 6 plates of 3 kg 4 plates of 2.5 kg and 4 plates of 2 kg, Don't throw on floor as we do in gym there are chances sand will come out every time you throwREAD MORE",3
Fine but price is little high for the quality providedREAD MORE,3
NycREAD MORE,5
DamagedREAD MORE,1
Very goodREAD MORE,5
Big in size but ok product for home workoutREAD MORE,5
2.5kg 6 plates in 15kg good productREAD MORE,5
GoodREAD MORE,5
"Decent, for priceREAD MORE",4
surerREAD MORE,4
"Too delicate, should handle with careREAD MORE",3
"The product is real not good as expected,they have used very cheap material inside the plates and PVC is really bad,they could have use some good better quality plastic and inside stuff and I wish be careful while buying this.READ MORE",1
One of the weight is damaged..... Overall good... other weights are ok...... guys if you order this.. there is a chance that u may get damaged itemREAD MORE,2
"Dumbbells are good , but still the nut system sucks, fitting the nuts delays my workout time gap, like between 1 set a normal person takes 40-50 secs but adjusting plates and all takes 2-3 minutes because of the tight nuts, because of lockdown i have bought these or would have returned it.READ MORE",3
Never buy this product...I got uneven weightsAnd the screw wasn't good. Best to buy this product if you want to waste your money.🙂READ MORE,1
One of the plates was brokenREAD MORE,1
Not good low qualityREAD MORE,1
PoorREAD MORE,1
Good dumbbells only concern is the screws holding them..READ MORE,5
Nuts r free...nd not of gd quality....READ MORE,2
Not badREAD MORE,3
It's best in this price sedgement... it's made bt very durable marital!I prefer you to buy this😁READ MORE,5
Mujhe yah product amazing Laga bus Iske andar cashback nahin diya Ja Raha aur offer bilkul kam Kiye Ja Rahe HainREAD MORE,5
Very bad qualityREAD MORE,1
Nyx product but the nuts want to be more qualityREAD MORE,3
Very poor qualityREAD MORE,2
The Product was Damaged a Bit...and the fillings started coming out from the plates..there are cracks on the plates which i had to tape up..not worth the money paidREAD MORE,1
bolt are make in plastic bad quality otherwise good product .....READ MORE,3
Nice productREAD MORE,4
Very bad product Quality is not good Nut is not fitting properly Also delivery is not goodREAD MORE,1
"Bad material, half of the parts are used, handles made of plastic. #waste of money.READ MORE",2
Super product nice flipcartREAD MORE,4
trusted thingsREAD MORE,5
"Actually plates is of plastic filled with sand, but does  the purpose. Value for moneyREAD MORE",5
GoodREAD MORE,5
It's really goodREAD MORE,5
Not comfortable... this rod is a very light weight..READ MORE,1
Plastic nuts become loose within 4-5 times after use. The whole purpose of the dumbbell is lost as it becomes unusable as weights easily fall off. Don't understand how Flipkart can allow these to be sold without considering safety of home users.READ MORE,1
OkREAD MORE,4
Cheap and best quality . For temporary purpose u can use it. Bt for regular and permanent usage it's not preferable. Most difficult task for this is that bolts to lock n unlock plates. It takes time..READ MORE,3
Delivery and quality are disgustingAnyway packing was goodREAD MORE,1
Not satisfiedREAD MORE,1
"Good, value for moneyREAD MORE",5
Worst experience ever with flipkart and got one of the four  as brokenREAD MORE,1
Owsome productREAD MORE,5
"From the review section I thought,  I will be getting a rubbish. But when the thing actually arrived, I think it was pretty good. The nuts were a bit loose. Otherwise in this range.. very good!!READ MORE",4
"It worked completely fine for 1 month , then after that the knot threads became loose and the weights fell downREAD MORE",1
The weight (plates) are good but the rod is just bad.READ MORE,2
Quality is not upto the mark.READ MORE,3
It's better than expectationREAD MORE,4
Very cheap qualityREAD MORE,1
Product is good but few screws are weak and they are plastic made.READ MORE,4
I received two of the plates as defective as sand is coming out.....READ MORE,1
Nuts got cracked within 10 days usage don't go for itREAD MORE,2
Poor quality of plastic of starnuts..within a week it's broken. Don't waste your money..better to spend more in complete steel dumbbell...it's just a junkREAD MORE,1
Don't buy... total waste of moneyREAD MORE,1
"Nice item but 2 plates are broken,but correct itemREAD MORE",5
quality not goodREAD MORE,2
No star nut rod I m not happyREAD MORE,1
The rings provided with the product are completely faulty and loose- absolute waste of a buy since the weights don’t hold on thr rod without the rings.READ MORE,2
Bad quality screw fittingREAD MORE,1
"Nice 😊 ,good delivery .good product. N quality is also ausmeREAD MORE",5
The screw is looseREAD MORE,4
"Weights are good but Rod have plastic bolts which are very poor quality, due to that weights get slipped from rod. Need to improve the quality of rod and think for safety.READ MORE",4
Great item...READ MORE,5
"1kg Iron plate is worth 140 for 1kg, here i got 20 kg for 900 means 45 per kg value for money only cons is star lock quality is damn poor, u have to purchase 4 separately else will injure urself for sure as weight will fall downREAD MORE",4
Weights and handle are decent quality. However one screw has already become loose in less than 10 days of use. Don't think this is going to last longer than a few months.READ MORE,3
Low qualityREAD MORE,1
"I Have bought this product during lockdown time thinking I can continue my routine, this a very horrible product in one day of use the screws were loosen hence while lifting the weight were rotation , well if you are gym enthusiastic you know how annyoing it can be.Secondly, replacing the weight my god take 2-3 minutes and waiting for this amount of time in between reps well, hell no this product.Well my suggestion is not buy this product at all.Instead do calisthenics. And wait for you ...READ MORE",2
Good....READ MORE,4
Nice ProductREAD MORE,5
This is not a pvc plateREAD MORE,2
overall a fine productREAD MORE,5
Star nut slipping after few days and also plates are low quality.READ MORE,2
"Good product. The plates are a bit bulky, but what else can you expect at this price range.READ MORE",4
Amazing doumbleREAD MORE,5
Poor and worst Quality of Material..Waste of Money.Poorest poor quality of rod and adjustable nut..READ MORE,1
"Delivery is very fast but product not satisfied me, some plate are damage and  received only 2.5 kg  8 plateREAD MORE",3
GudREAD MORE,3
Best from restREAD MORE,4
Nice productREAD MORE,5
Gud product I am Happy 😊READ MORE,5
Good productREAD MORE,5
One plate brokenREAD MORE,3
Average quality productREAD MORE,3
Waste of moneyREAD MORE,1
Great product for this price point. Perfect for beginners and amateurs.READ MORE,5
Good productREAD MORE,5
Excellent happy...READ MORE,5
GoodREAD MORE,5
Nice deliver boyREAD MORE,5
Nice Product but the rods are not good.READ MORE,4
nice product but they didn't gave me the clipREAD MORE,3
Mast..... I am happyREAD MORE,5
Bad dumble don't buy itREAD MORE,1
Good qualityREAD MORE,4
Good product and qualityREAD MORE,5
Rod's are Super  but dumble plates are week  Wa I never see this Loose product Wast of moneyBad productVery badVV badBadVbREAD MORE,1
NiceREAD MORE,5
"this product lowest cost,but more useful.READ MORE",5
Good enough for beginners to startREAD MORE,5
Value of monry productForTemporary workoutREAD MORE,3
very good productREAD MORE,5
GudREAD MORE,5
GoodREAD MORE,4
"Good item but the starnuts will get loose in the 1st use itself. It took 10 days for delivery ,its actually ok considering the distance between punjab to kerala.READ MORE",4
NiceREAD MORE,4
Made of pvc filled with cement or sand but will do the work thanks Flipkart for fast deliveryREAD MORE,5
It's just ok...... Maximum we can use them 4-6 monthsREAD MORE,4
NiceREAD MORE,3
not goodREAD MORE,3
The product was goodREAD MORE,5
Good productREAD MORE,4
Great dealREAD MORE,5
Very nice productREAD MORE,4
Very nice product.READ MORE,5
very bad productthis is plastic dumbbells they have sand inside dumbbells worst dumbbellsREAD MORE,1
NICEREAD MORE,4
NiceREAD MORE,4
AverageREAD MORE,3
SuperREAD MORE,4
Excellent product but delivery is lateREAD MORE,4
i got the set in good condition and if you don't want to spend much money and want dumbbells in less price go for it.only problem is tightening and loosing of screws everytime you want to add or remove the plates takes time and effort.But overall worth the money.READ MORE,4
not goodREAD MORE,2
GoodREAD MORE,5
qaverage productsREAD MORE,3
goodREAD MORE,4
nice I loved itREAD MORE,4
superREAD MORE,5
broken productREAD MORE,1
PlasticREAD MORE,5
goodREAD MORE,5
Very nice productsREAD MORE,5
goodREAD MORE,5
worst product...better go for steel version though price will be more..READ MORE,1
Concrete rings only itsREAD MORE,2
poor quality of nuts and rodREAD MORE,1
nice product..READ MORE,4
i m impressed with the dumbbellREAD MORE,5
gudREAD MORE,5
Worst itemREAD MORE,1
good productREAD MORE,3
FantasticREAD MORE,3
happily used......NYC product at allREAD MORE,4
betterREAD MORE,1
very bad.dont purchase thisREAD MORE,1
Good productREAD MORE,5
it's not rubber weight it's plastic hollow weights filled with sand maybe. horrible to know!!!READ MORE,1
not good there is a plastic platesREAD MORE,2
damaged product .READ MORE,1
perfectREAD MORE,5
prodect letREAD MORE,5
not badREAD MORE,5
really nice product I m interested this product packing is good drumball is very nice valu for MoneyREAD MORE,5
"Replacement product is good as compared to first one coz seller send used product first  🙁 and I have to request plz send new product in the first one so that other customer will happy😔😔 ,anyways replacement product is good but improve their queality of plates please🤠🤠READ MORE",3
good but cheap 1 year lastingREAD MORE,5
superb...READ MORE,4
Good product by flipkartREAD MORE,4
it's plastic material filled with wet mud. the knob opened easily if you drop the dumbells down. Have to maintain with careREAD MORE,3
niceREAD MORE,4
rod bit short ...READ MORE,3
NiceREAD MORE,4
niceREAD MORE,5
I am really happy with this product 😊👍👌😁 nice product 👌👍READ MORE,5
quality not good 😒READ MORE,1
nice qualityREAD MORE,5
niceREAD MORE,5
The product is good for beginners . ( average quality)READ MORE,5
Does the jobREAD MORE,5
very poor productREAD MORE,1
some plates are damaged only 1 plate is protoner 2 kg weight plate not goodREAD MORE,1
"don't buy it...the knots are very bad...after using it for a week, it's not working anymoreREAD MORE",1
nice productREAD MORE,4
Worth the moneyREAD MORE,5
good product &good pakegingREAD MORE,5
Average Quality DumbbellsGood of Beginners...READ MORE,3
weights are low grade PVC. fragile if not handled properly.careful use is mustREAD MORE,3
"At this price i think the product quality is quite good,  i am using this for almost a year now . Minor issues that i have encountered are like the 3 kgs plates got broked from the edges and some sand kind of filling started spilling over the floor,  I fixed it with a tape and now its ok. I think their is a scope of improvement in the quality of nuts and rod. ThankuREAD MORE",4
GoodREAD MORE,5
low quality boltsREAD MORE,5
Good duumballsREAD MORE,5
superREAD MORE,5
suparREAD MORE,5
bestREAD MORE,4
happy 😊😊😊READ MORE,5
Good productREAD MORE,4
Plastic packing cap is not good for aluminum type rodREAD MORE,1
good product worth in 900READ MORE,4
goodREAD MORE,5
NiceREAD MORE,4
okREAD MORE,4
Poor qualityREAD MORE,2
product are good but delivery is very slowREAD MORE,4
