Reveiw,Rating
Bad quality not purces it's..READ MORE,1
not good dealREAD MORE,1
OkREAD MORE,3
Not bad in this price..  go for buying this product in this priceREAD MORE,5
Worst product only one time use. Handel bend after one use.READ MORE,5
"Iron not steel,also no magnetic effect average productREAD MORE",3
NycREAD MORE,5
"Looks like it was used, had some dirt at the handle.READ MORE",3
"Looks like it was used, had some dirt at the handle.READ MORE",3
Very good and use full itemsREAD MORE,5
Bad productREAD MORE,1
It's okREAD MORE,5
Well what we can expect under 100 but still disappointed with quality. Just tried to unscrew my table clock and bit got twisted! :(READ MORE,2
Very small handel tip not proper fitREAD MORE,2
It's useful for me thank you FlipkartREAD MORE,5
BeatREAD MORE,5
Much smaller than excepted else niceREAD MORE,4
GoodREAD MORE,4
Very good product. Worth to buy.READ MORE,5
Not usefulREAD MORE,2
So goodREAD MORE,5
Twilight while opening. Very poor quality.READ MORE,1
"Very bad quality products, when iam used then this will break and too small in size, in picture big images seen but the reality is worseREAD MORE",1
Its good and value for moneyREAD MORE,5
Magnetic power should be increasedREAD MORE,5
Nice  productREAD MORE,5
Superb product 👍🏻READ MORE,5
Thank youREAD MORE,5
Thank youREAD MORE,5
Absolutely fine ☺️READ MORE,5
Normal standardREAD MORE,5
Magnet doesn't work.READ MORE,3
Great deal at this priceREAD MORE,5
Nice productREAD MORE,5
Quality very badREAD MORE,1
GoodREAD MORE,4
Material is too weakREAD MORE,1
Good productREAD MORE,4
NiceREAD MORE,4
GoodREAD MORE,3
Quality is not goodREAD MORE,1
Poor materialREAD MORE,1
AverageREAD MORE,3
Nice productREAD MORE,5
Not badREAD MORE,4
It's okayREAD MORE,4
Very very bad productREAD MORE,1
Nice productREAD MORE,5
Nice productREAD MORE,5
Excellent productREAD MORE,5
Good productREAD MORE,4
Very badREAD MORE,1
Very goodREAD MORE,5
Good and very useful for everyday household works and small repairs that you can DIYREAD MORE,5
"Price is very low,packing goodREAD MORE",5
Only one time use tools are shape out...very delicate...go for anotherREAD MORE,1
Cheap quality but value for moneyREAD MORE,1
Not badREAD MORE,3
quality is very bad. if you use them to tighten any screw teh will bend and the magnetic holder is not at all good.kindy avoid thisREAD MORE,2
GoodREAD MORE,3
Recomend product. Its a best deal. Usable product. Product quality is good and it seems durable.READ MORE,5
Product quality is not goodREAD MORE,2
Very good quality product and best price89READ MORE,4
NiceREAD MORE,5
GoodREAD MORE,5
I thought about different good quality things..but it's not that good and cheap qualityREAD MORE,3
Very  bad product but usefulREAD MORE,1
GoodREAD MORE,4
Veri fainREAD MORE,5
Veri goodREAD MORE,5
The quality is very poor after 2-3 usage the screw is unusable.READ MORE,2
Value for money.READ MORE,5
The magnetic power is very lowREAD MORE,1
OkREAD MORE,3
Not badREAD MORE,4
Its a good productREAD MORE,5
Not a proper fiting sqrew and driver lossREAD MORE,2
It's so small according to me and  I thing it's middle size big it's small sizeREAD MORE,1
Very useful product 🤩 and product packaging is really good✴️✴️✴️✴️✴️READ MORE,5
Damage itemREAD MORE,1
Small pieceREAD MORE,2
"Very nice product, and price is very cheap,thank you flipkart 😉READ MORE",5
Very small size.READ MORE,5
Purchased on July 2021. Rs . It's for beginners. Not for professional work.READ MORE,4
poor quality just don't buy this productREAD MORE,1
Very badREAD MORE,1
"Screw quality is just ok , and box was broken so I replaced it so that atleast to get good boxREAD MORE",1
OkREAD MORE,1
This product is not good for heavy use only because they gliding between the plastic jointREAD MORE,1
Wasted itemREAD MORE,1
Item is goodREAD MORE,5
Poor Quality.... Dont Waste your money...Built quality is very poorREAD MORE,1
Jackky square precison 32 pc.READ MORE,5
Verry niceREAD MORE,5
AwesomeREAD MORE,5
Good product at this price range...READ MORE,4
Use full protactREAD MORE,4
Very poor quality. I have used to open mobile and screwdriver wears out after first use.READ MORE,1
High quality productsREAD MORE,5
This set is good for starting for technical and good for small repairing.ITEMS LIKE CELL PHONE MOBILE PHONE COOLOR FANS.READ MORE,5
GoodREAD MORE,5
"Very awesome product.delivered in 4 days.so, do faster delivery but overall a decent product at this price range.READ MORE",4
WorstREAD MORE,1
good product in low priceREAD MORE,4
Good productREAD MORE,5
Very very Useful...Got it only at price of 99....READ MORE,5
Very poor qualityAll tips getting easily damaged when little bit force applied..READ MORE,1
Nice.. But screw heads are little short...READ MORE,5
Very bad product and their screw very bad in open any machineREAD MORE,2
So sad bat badREAD MORE,1
Wrost productREAD MORE,1
Very bad productREAD MORE,1
Nice Product very helpfulREAD MORE,5
Very Poor Quality Of Product Don't Buy ThisREAD MORE,1
Quality is nice but received bended screwdriverREAD MORE,3
Quality design is dull & rate is very high in this productREAD MORE,1
GoodREAD MORE,5
Good morningREAD MORE,3
Very niceREAD MORE,5
Best productREAD MORE,5
GoodREAD MORE,3
Small but OKREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
AwsmREAD MORE,4
just goodREAD MORE,3
very worst qualityREAD MORE,3
Good quality productREAD MORE,5
Good quality productREAD MORE,5
OkREAD MORE,2
Delivery boy was very rout behaneREAD MORE,1
Quality very bad oru two three times only use pannalam apram no useREAD MORE,3
BestREAD MORE,5
GoodREAD MORE,5
SuperREAD MORE,5
A 32 pesREAD MORE,5
I don't happy this itemsREAD MORE,1
NiceREAD MORE,5
Good productREAD MORE,5
OnlyREAD MORE,4
Very nice productREAD MORE,4
Best productREAD MORE,5
"Waste products it's broken when I opened some screws in laptop, don't buy.READ MORE",1
Value for moneyREAD MORE,4
Value for money. Its not for professional use. Its suitable for use individualsREAD MORE,5
Real product much smaller than displayREAD MORE,3
Good productREAD MORE,5
Overall good product..READ MORE,4
Overall good product..READ MORE,4
Very powerfulREAD MORE,5
Money worthREAD MORE,5
Quality of tools are very much poorREAD MORE,2
GoodREAD MORE,4
Box broken not hanging holdREAD MORE,1
SuperREAD MORE,5
Small comfortable size and quality very goodREAD MORE,4
Very bad quality Friend Don't purchaseREAD MORE,1
Size is smallerREAD MORE,1
All are good. Well priced but magnetic are not working..READ MORE,4
Not a bad just a averageREAD MORE,4
OkREAD MORE,5
GoodREAD MORE,3
Nice Good product for home use.READ MORE,5
Good product and worthwhileREAD MORE,4
SuperREAD MORE,5
In this box all is goodREAD MORE,5
my box broken.but i keep it.because product is very nice and i got in reasonable price.READ MORE,5
Good for all small workREAD MORE,4
Very Poor qualityREAD MORE,1
Quality is good. But it should betterREAD MORE,4
Thank you FlipkartREAD MORE,5
SatisfiedREAD MORE,3
He is a poor product 👎👎👎👎👎 waste moneyREAD MORE,1
Every home should have one such toolsREAD MORE,5
Product is not goodREAD MORE,1
Happy with the productREAD MORE,5
AverageREAD MORE,2
This product is very goodREAD MORE,5
quality of product and build quality is too low! product damaged! The product I received had defects(punctured hole damaged) not returned due to urgency.READ MORE,1
Super product thanks flipkartREAD MORE,5
GoodREAD MORE,5
Thank you Flipkart useful very useful productREAD MORE,5
NiceREAD MORE,5
GoodREAD MORE,4
Dont buy..worst product..made in ChinaREAD MORE,1
A good handy tool one must have it at homeREAD MORE,4
"Magnet is not strong.,And quality is so poorIt damages while rotatingREAD MORE",1
Not badREAD MORE,2
Not badREAD MORE,2
Just okREAD MORE,5
Good productREAD MORE,5
The size of the item is not as expected. It is really small and can only used for maintenance of laptop or other small electronics devices. Since the handle doesn't provide enough leverage and the materials used are not too hard we can't be used it for heavy duty purposesREAD MORE,3
Good👍👍READ MORE,4
Quality is Poor don't buyREAD MORE,1
Nice ❤️❤️❤️❤️❤️❣️❣️❤️❤️❤️READ MORE,5
Very nice productREAD MORE,4
Not goodREAD MORE,2
Very bad product Thread is very poor material usedREAD MORE,1
Not satisfiedREAD MORE,1
OkREAD MORE,5
Very poor Don't buy this productREAD MORE,1
Verry good productREAD MORE,5
Very niceREAD MORE,5
ExcellentREAD MORE,5
BetarREAD MORE,5
Not worthREAD MORE,1
Very helpful productREAD MORE,5
Good oneREAD MORE,5
Bad products verry little waste of money 💰Don't buyREAD MORE,1
Product is not good u can use it temporarily but not more then one monthREAD MORE,1
Bast productREAD MORE,5
Nice product in affordable priceREAD MORE,5
Very much good product good package thanks to china.READ MORE,5
GoodREAD MORE,5
very bad... dont buyREAD MORE,1
NiceREAD MORE,4
ThanksREAD MORE,5
Small sticks and very good colour of staaaREAD MORE,5
Small sticks and very good colour of staaaREAD MORE,5
Product good but box damageREAD MORE,4
Very exilentREAD MORE,5
Not useless productREAD MORE,1
Super fasterREAD MORE,5
Magnet power is very lowREAD MORE,2
It's ease to use but doesn't get gripped either in screw or in screw driver shaftREAD MORE,1
NiceREAD MORE,4
"Small set, handy but pieces are loose when set. Value for moneyREAD MORE",4
SuperbREAD MORE,5
Worth every penny.READ MORE,5
Medium qualityREAD MORE,2
GoodREAD MORE,5
Best productREAD MORE,5
UsefulREAD MORE,5
"Medium quality, size short 🧲 magnet Power low for set pinREAD MORE",4
"Pdt is useful.... but quality is just average , expected a better qualityREAD MORE",3
Best qualityREAD MORE,5
"It is not a bad product, as per price , I got it for Rs 95/.You can use the product for opening small gadgets, like watches, RADIO, LAPTOPS, it cannot be used for big machinery, it does the job it is intended for. If mentained property, ( cleaning and lubricating once in while,) should avoid RUSTREAD MORE",4
Product is good....very useful.....magnet is not powerful enough to hold the attachment but product is working fine.Bought this for Rs. 69.READ MORE,4
I got damaged box.READ MORE,2
UsefulREAD MORE,4
Nice but so small this productREAD MORE,5
##Nice product 👍💚READ MORE,5
"Uses worst kind of metal, softer than cake. Buy and waste your money successfully if you want.READ MORE",1
Excellent product for very simple use. Worth for this offer price. Rating is according to price. Good product.READ MORE,5
AverageREAD MORE,1
GoodREAD MORE,3
I don't likeREAD MORE,1
ThanksREAD MORE,5
ThanksREAD MORE,5
Value for moneyREAD MORE,5
good and best productREAD MORE,1
Almost Good...READ MORE,5
Awesome product all tip are iron MattelGood qualityREAD MORE,5
Verymuch usefulREAD MORE,5
𝗻𝗶𝗰𝗲 𝗽𝗿𝗼𝗱𝘂𝗰𝘁 𝗮𝗻𝗱 𝘃𝗲𝗿𝘆 𝘂𝘀𝗲𝗳𝘂𝗹 𝗳𝗼𝗿 𝗱𝗮𝗶𝗹𝘆 𝗹𝗶𝗳𝗲 🅘︎  🅛︎🅘︎🅚︎🅔︎ 🅘︎🅣︎READ MORE,5
Very good productREAD MORE,5
Nice productREAD MORE,5
West quality un quality not satisfiedREAD MORE,1
Good product with good serviceREAD MORE,5
Very nice productREAD MORE,5
GoodREAD MORE,5
Very nice in such a cheap rateREAD MORE,5
Good productREAD MORE,5
BadREAD MORE,2
"Magnet failed to meet the expectations,other than that perfect product (value for money)READ MORE",5
Value for money product.READ MORE,5
BestREAD MORE,5
GoodREAD MORE,5
Screwdriver set very smallREAD MORE,2
BenefitREAD MORE,5
True productREAD MORE,5
Product size is smallREAD MORE,2
Good deal provide from flipkart..READ MORE,3
Good productREAD MORE,4
Very batREAD MORE,1
NiceREAD MORE,5
Very poor qualityREAD MORE,1
GoodREAD MORE,5
GoodREAD MORE,5
ExcellentREAD MORE,5
Note badREAD MORE,3
It's not supporting to all screwsREAD MORE,3
GoodREAD MORE,5
"Low metal quality, useless productREAD MORE",1
WorstREAD MORE,1
Its ok note bad.READ MORE,2
Very goodREAD MORE,5
Average quality. not so goodREAD MORE,3
OsmREAD MORE,5
GoodREAD MORE,5
Nice than productREAD MORE,4
Nice productREAD MORE,5
NiceREAD MORE,5
Good productREAD MORE,5
Good productREAD MORE,5
Good product...READ MORE,4
AverageREAD MORE,4
Good productREAD MORE,5
GoodREAD MORE,5
Bad quality chief MalREAD MORE,1
Very niceREAD MORE,5
third class i returned itREAD MORE,1
Awesome....READ MORE,3
Not Good only one time open screw by each. If You have 100rs to waste then go for it...READ MORE,1
GoodREAD MORE,4
Nice and very usefulREAD MORE,5
"Material is very weak , first time used , broken the lid of all 31 screw driverREAD MORE",1
Nice productREAD MORE,4
valu of moneyREAD MORE,3
Very good product.READ MORE,5
Good itumentREAD MORE,5
Damage productsREAD MORE,1
Vry goodREAD MORE,3
very useful product at this price range...READ MORE,4
"I received the box with broken handle, though the handle is not that important but still a bit dissatisfied after seeing a ""fassured"" product has been sent without verifying it's condition. The box is a little one with 32 tiny sized ratchets. These are not for heavy load work rather to apply on small household items. My purpose will be solved but if someone nis looking for a good all purpose with multiple ratchet screwdriver which can operate over various items then this is not that.READ MORE",3
Best productsREAD MORE,5
Worth the money spendREAD MORE,5
Outstanding product 💙 thanks flipkartREAD MORE,5
Outstanding product 💙 thanks flipkartREAD MORE,5
SuparREAD MORE,5
"I think it is useless for me,  I don't know how to use this materialREAD MORE",1
Very bad product please do not bye waist of maneyREAD MORE,1
Bad qualityREAD MORE,1
Perfect product and At great price of 90/-READ MORE,5
NICREAD MORE,5
"Super product,good packing I am 😊😊, Thank you flipkart 🌷READ MORE",5
Very nice poductREAD MORE,5
Thanks FlipkartREAD MORE,5
Quality is very PoorREAD MORE,1
Quality not assurance  damagedREAD MORE,1
Super good niceREAD MORE,5
Very low quality productREAD MORE,1
GoodREAD MORE,4
GoodREAD MORE,4
Money BastREAD MORE,1
Best productREAD MORE,5
GoodREAD MORE,5
Very low quality productREAD MORE,2
No coolREAD MORE,1
It is not use for other things except small objectsREAD MORE,1
GoodREAD MORE,5
A1 product thanks filipkartREAD MORE,5
I give it 3 star because it is too smallREAD MORE,3
AverageREAD MORE,5
Value for moneyREAD MORE,5
NiceREAD MORE,5
Good product.READ MORE,4
NiceREAD MORE,4
Good products in this price..READ MORE,5
Not bad product but build quality is not so good. I got this product at Rs. 99 only so for me it's just okay.READ MORE,3
Not badREAD MORE,5
Not badREAD MORE,4
Very nice product in value 85 rupeesREAD MORE,4
"Ok, but box is not so good hence taking 1 start. Attachments keep falling inside the box, though the box has holder type locks, they do not work all the time.READ MORE",4
So bad hREAD MORE,1
very Bad poductREAD MORE,1
BadREAD MORE,1
Very goodREAD MORE,5
Suppar very goodREAD MORE,5
This product very smallREAD MORE,2
GoodREAD MORE,5
Nice this productREAD MORE,3
GoodREAD MORE,5
Nice productREAD MORE,3
GoodREAD MORE,3
Nice and good for use good roduct in this  prizeREAD MORE,5
Good productREAD MORE,4
NormalREAD MORE,2
NormalREAD MORE,2
The holding part is very short. But a lots of options is there of screw.READ MORE,3
Good productREAD MORE,5
GoodREAD MORE,5
Good 👍READ MORE,3
awesome😍👍👍🤩READ MORE,5
Very best quality of screw driverREAD MORE,3
This item is bestREAD MORE,5
Very goodREAD MORE,4
Small but very usefulREAD MORE,5
Nice but very like key pad mobile heightREAD MORE,4
Multi-purpose product. Easy to carry and affordable too.  I ordered at pre booking sale!!  Go for it without a second thought..READ MORE,5
GoodREAD MORE,3
JjjREAD MORE,2
GoodREAD MORE,5
Very good product👍 & thank you flipkart.READ MORE,4
It's okREAD MORE,3
GoodREAD MORE,5
Worst product ever Magnet in the holder of screw by just applying little forceREAD MORE,1
Got it @90 rupee only....thanks flipkart...The product is fine....what else should we expect from 90 rupees... I think this product deserve 5starREAD MORE,5
NiceREAD MORE,5
awesome profile ........... # DAVID #READ MORE,3
"Good for little things.. I don't know about other products but my product's magnet power is somewhat low, but overall it's good.READ MORE",5
Good productREAD MORE,3
Okay but not fine qualityREAD MORE,3
GoodREAD MORE,5
It is good than I expected 👏READ MORE,4
Very Good for the dismantling devices or objects are shown in pic of the product.READ MORE,3
very small product likeREAD MORE,5
GoodREAD MORE,5
It's OkREAD MORE,3
Best in moneyREAD MORE,5
Don't buy because damage item I have receivedREAD MORE,1
Not good at allREAD MORE,1
SuperbREAD MORE,5
Very nice product 😊👍👍READ MORE,3
Good products but small sizeREAD MORE,3
NiceREAD MORE,3
Good qualityREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,5
i buy it @ 49READ MORE,5
RockREAD MORE,3
Nip is not strong and easily deteriorate when open small screws of mobile phone phone. Also Screw driver nip not fit in the screw.READ MORE,2
Simply and superREAD MORE,4
GoodREAD MORE,4
BadREAD MORE,2
"Very poor product, please do not buy.READ MORE",1
Good...but built is poor but it's ok for priceREAD MORE,5
Bed productREAD MORE,1
Very small tool.. yet handy & useful to meet few purpose or utility.  still the screw driver shud be bigger in length. lil disappointed.READ MORE,2
GoodREAD MORE,5
Value of moneyREAD MORE,4
Value for moneyREAD MORE,5
Good productREAD MORE,3
Don't buy if you don't need for too small application.READ MORE,1
Quality not ok but rate okREAD MORE,2
OK OK 👌👌👌👌READ MORE,3
Good but 1 week quality lessREAD MORE,3
Osom productREAD MORE,5
"More useful for every one,and give best work for our money,quality is also goodREAD MORE",4
Not badREAD MORE,4
Good but very smallREAD MORE,3
Brilliant ideas.So cute and perfect set box.A good collection. Thanks to Flipkart.READ MORE,5
Low qualityREAD MORE,1
It's okREAD MORE,2
Can buy in 99 worth buying. And specially I want to thank the delivery staff dedication. During the heavy rain he has delivered the goods in time.READ MORE,5
Overall goodREAD MORE,4
Very nice in this price range.READ MORE,4
Not at all fit for anythingIt's suitable only for repair toysREAD MORE,1
Worst product... Dont ever buy this.. got it 95rs and at that price also it is worth less..READ MORE,1
Handle is bandREAD MORE,3
OkREAD MORE,4
Best and nice small size me all work useREAD MORE,5
Low quality low rigidity alloy metal but product in lowest price is niceREAD MORE,4
Worth for buying this priceREAD MORE,5
GoodREAD MORE,3
Value of money this product. Thxs flipkartREAD MORE,5
Good productREAD MORE,4
Good productREAD MORE,4
Good for normal usage and Every one must have this item.READ MORE,3
Very useful productREAD MORE,5
Bad QualityREAD MORE,2
It was too smallREAD MORE,3
Very bad product plz don't buy this..waste of time and money.READ MORE,1
Super productsREAD MORE,5
Very small in sizeREAD MORE,4
Size very smallREAD MORE,1
Bad qualityREAD MORE,1
NiceREAD MORE,5
It was nice product and it was worth of moneyREAD MORE,4
GoodREAD MORE,5
Good productREAD MORE,5
Arrangements very bad.. And packingREAD MORE,2
"Buy only if you want to work 2-3 times.. reason because some of the bit twist at first uses, specifically minus onesREAD MORE",3
ExcellentREAD MORE,5
The wishmaster (courier Boy) ANIL is so good talking. Very nice good  extremely good 👍READ MORE,5
"Very gud for medium torsion work, lot of bits variant. One observation is it can't be used for deep seated screws. No extender is availableREAD MORE",4
Value for moneyREAD MORE,4
Veery nice productThanks for youREAD MORE,5
Low quality productsREAD MORE,2
very goodREAD MORE,4
good productREAD MORE,3
"You can use it only once or twice, after which its edge becomes useless.READ MORE",3
SupprREAD MORE,4
NiceREAD MORE,4
Good productREAD MORE,5
Good prodoctREAD MORE,3
Very very bad productREAD MORE,2
Very goodREAD MORE,5
Value for MoneyREAD MORE,5
Wrost quality Very very Bad ProductREAD MORE,1
GoodREAD MORE,5
Value for moneyREAD MORE,5
Don't buy. wast product.poor qualityREAD MORE,1
Best Buy under 99 value for moneyREAD MORE,5
Very very bad qualityREAD MORE,1
GoodREAD MORE,4
GoodREAD MORE,4
Vary goodREAD MORE,5
The product is cracked..READ MORE,1
Not good as I thoughtREAD MORE,1
Buit quality is bad. Material got bend while use. Not fitting properly. I am not going to return bcz its small amount. But never gonna buy this kind of products from flipkart /online. Atleast they have to provide hardened material with more strength for twistingREAD MORE,1
GoodREAD MORE,5
NiceREAD MORE,5
HappyREAD MORE,5
nice  goodREAD MORE,5
Good at this PriceREAD MORE,4
"Poor quality, Screw Driver Magnet not good .READ MORE",1
Quality issue..READ MORE,2
Good productREAD MORE,5
Magnet is very bad.READ MORE,2
Good but not betterREAD MORE,5
NiceREAD MORE,5
Best productREAD MORE,4
"screwbits are for small electronic gadgets but can't even unscrew my casio watch, and i don't even wanna talk about the phones because it doesn't do anything no matter how many times you try, each time I try to unscrew, it slips away. and if i push it further, it could easily forms dents on the bits. and doesn't even turn the screw even the slightest. for me it doesn't worth anything.READ MORE",1
Nice product and so small sizeREAD MORE,3
"Good product, good deliveryREAD MORE",5
Local quiltyREAD MORE,3
Local quiltyREAD MORE,3
"Quality 0% , I buy this product for 99rs but have a worst experience ever. Useless product. 100% I suggest don't buy this useless dust.READ MORE",1
Fantastic product 👌👌READ MORE,5
Love itREAD MORE,5
Nice.... Go for itREAD MORE,5
GoodREAD MORE,5
"Good product. Most of the tips required for day to day uses in gadgets viz. Toys, spectacles, laptops, mobile phone accessories are available. Price is reasonable too.READ MORE",5
Good for opening small screwsREAD MORE,5
Value for moneyREAD MORE,3
GoodREAD MORE,4
GoodREAD MORE,5
Very usefull productREAD MORE,4
Very poorREAD MORE,1
Very nice and recommended for small use and home useREAD MORE,5
Nice ProductREAD MORE,5
GoodREAD MORE,5
okREAD MORE,3
NiceREAD MORE,5
GoodREAD MORE,3
Very small sizeREAD MORE,4
Very small sizeREAD MORE,4
Average product but worth of moneyREAD MORE,3
Valu for moneyREAD MORE,5
Very good productREAD MORE,5
Average not goodREAD MORE,1
Nice productREAD MORE,5
OkREAD MORE,2
Good but all are smallREAD MORE,4
Good productREAD MORE,4
GoodREAD MORE,5
NiceREAD MORE,5
GoodREAD MORE,4
Awesome product in best priceREAD MORE,5
Not goodREAD MORE,3
Good product. Value for money.READ MORE,4
A nice product but not up to the mark (quality is not so good)READ MORE,3
Too smallREAD MORE,3
NiceREAD MORE,5
Waste of money .... Don't buy it... Not exactly shown in picsREAD MORE,1
NiceREAD MORE,3
This product is awesome😊😊😊READ MORE,5
21pc is only here.READ MORE,1
Don't buy itREAD MORE,2
NiceREAD MORE,5
Nice but too small tools size is not big as price was 99 value of moneyREAD MORE,5
Not bad. For light home purpose go for it.READ MORE,3
NiceREAD MORE,5
Nice productREAD MORE,5
Best okREAD MORE,5
Under 100 rupees it's a great product. Value for money.READ MORE,5
Quality is good.READ MORE,4
medium qualityREAD MORE,3
OkREAD MORE,3
Small sizeREAD MORE,3
Cheap product low qualityREAD MORE,1
He is very small and he is China product ..I don't like china productREAD MORE,1
Poor qualityREAD MORE,1
Box is brokenREAD MORE,1
FantasticREAD MORE,5
Very use fulREAD MORE,5
Very use fulREAD MORE,5
Good screw driver of 119 rupees.but little loose.READ MORE,5
Just wowREAD MORE,5
K goodREAD MORE,4
Not goodREAD MORE,1
NiceREAD MORE,4
This portal is amazingREAD MORE,3
Very very worst product don’t buy it all the needle gets broken easily .READ MORE,1
GoodREAD MORE,4
Good👍👍READ MORE,5
Superb ❤️😘READ MORE,5
Very nice 👍READ MORE,5
Not so good and size is very smallREAD MORE,2
Not worthREAD MORE,1
Very very nice super jackly square fit for daily usedREAD MORE,4
Poor qualityREAD MORE,2
Good product..READ MORE,3
NiceREAD MORE,5
Bad quality productREAD MORE,1
OkREAD MORE,4
Material not goodREAD MORE,1
NiceREAD MORE,5
Great Product Value For money go for it.READ MORE,5
BestREAD MORE,5
Naat goodREAD MORE,5
Good qualityREAD MORE,5
Driver  comes out easily of the driver holder socket as soon as you lay down to fit screws.  And there is a heavy holder socket design makes it quite difficult to insert in deep areas beyond 1 inch.READ MORE,3
Extent   multipurpose  useREAD MORE,3
OkREAD MORE,3
Good 🥰🥰READ MORE,5
GoodREAD MORE,5
Good Quality but little bendREAD MORE,3
This quality is good but size is so small.READ MORE,3
This product so niceREAD MORE,3
Good productREAD MORE,5
AverageREAD MORE,3
This is very very bad product.READ MORE,1
Chif quality is not goodREAD MORE,2
Cheap like Chinese do not buyREAD MORE,1
some tools missingREAD MORE,4
Gd productREAD MORE,3
Not as expected 😭READ MORE,1
"Nothing special, it's just ok.READ MORE",3
Nice  ProductREAD MORE,4
NiceREAD MORE,5
SuperREAD MORE,5
Nice 🙂READ MORE,5
Awesome very good quality unexpected price itna sasta kon denga.  Thanks Flipkart And wishing Happy EidREAD MORE,5
Very good  ##READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,4
super  product and value for moneyREAD MORE,5
The Screwdriver broke in first use. So returned. The screw opener kit are not that much goodREAD MORE,1
Perfect and pureREAD MORE,5
I m happy with this productREAD MORE,5
GoodREAD MORE,5
Waste of moneyREAD MORE,1
Value for moneyREAD MORE,5
Very niceREAD MORE,5
AverageREAD MORE,3
GoodREAD MORE,4
ExcellentREAD MORE,5
SuperREAD MORE,5
"I bought this product for 95 Rupees,  magnet is not strong,  quality is average,  if you apply pressure to open tight screws this screw driver easily break. Not for heavy task, and commercial purpose.READ MORE",3
Worst product. Quality is vary badREAD MORE,1
Good productREAD MORE,4
"Quality could have been better but gets the job done, if you are a professional repairman i don't recommend this screw set.READ MORE",3
Packing received not proper also received one bit shortREAD MORE,2
NiceREAD MORE,3
Products is good but extension bar is not in the boxREAD MORE,3
Products is good but extension bar is not in the boxREAD MORE,3
Very goodIREAD MORE,5
nice productREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,1
SuperREAD MORE,5
Low price nice nice productREAD MORE,5
Hate this item. Very small and uselessREAD MORE,1
GoodREAD MORE,4
The money 💰 saver products Built quality is good as per priceI like this 🌟🌟🌟🌟🌟READ MORE,5
Ok but 2 sokt are same and worngREAD MORE,3
Worst product quality is wasteREAD MORE,1
Value for moneyREAD MORE,5
Very bad qualityREAD MORE,1
"Good product. Easy to take anywhere, because it is handy and very light weight, but not best. One can go for this product according to rateRs.104.READ MORE",4
GoodREAD MORE,5
GoodREAD MORE,5
Not goodREAD MORE,1
GoodREAD MORE,5
Nice productsREAD MORE,3
Nice productsREAD MORE,3
Damage productsREAD MORE,3
Gd bt looks like it is used.....READ MORE,3
This product is very low quality...                                                 Not all goodREAD MORE,1
GoodREAD MORE,5
NycREAD MORE,3
Value for moneyREAD MORE,3
I can open any kind of screw very easily. 👍👌READ MORE,5
OkayREAD MORE,2
Product is not perfect but not badREAD MORE,3
Product not work ?READ MORE,1
Nice toolsREAD MORE,3
XcellentREAD MORE,5
"Well, but not excellentREAD MORE",5
NiceREAD MORE,5
Very goodREAD MORE,5
Good product from flipkart.READ MORE,5
Mind blowing productREAD MORE,5
Its goodREAD MORE,5
not bad but not goodREAD MORE,3
NiceREAD MORE,5
GoodREAD MORE,5
Build material is worstREAD MORE,1
GoodREAD MORE,4
Good.READ MORE,4
Small sizeREAD MORE,3
Not good for quality.READ MORE,1
I likeREAD MORE,5
Not so good productREAD MORE,3
Nice kit but product quality is only good goodREAD MORE,5
Value for moneyREAD MORE,4
Very cheap quality is productREAD MORE,2
AmazingREAD MORE,5
Small productREAD MORE,3
Superb productREAD MORE,5
SuperREAD MORE,5
Worth for money...go ahead..READ MORE,4
It's used in any computer accessories repair.READ MORE,5
Low quality. Band handle.READ MORE,1
NiceREAD MORE,3
NiceREAD MORE,3
Need to improve the box build & product buidNeed to check the all parts in that box - for me one item is missing Other than okay for Rs.120/-READ MORE,3
Very low qualityREAD MORE,1
Not goodREAD MORE,1
"Value for money, best under 130 rupees, although the bulit quality is not good but the product is value for moneyREAD MORE",3
Best productREAD MORE,5
BadREAD MORE,2
DissatisfiedREAD MORE,2
Not long useREAD MORE,2
"Product is good ,please improve that productbut improve magnetic fieldUnnecessary tools moreNecessary tools lowREAD MORE",4
Usefull and value of moneyREAD MORE,5
This is good product.But this screw driver is a bit crooked.READ MORE,3
NiceREAD MORE,4
"It's good product for laptop, mobile, small toys for open and repair. You can easily use and comfortable.READ MORE",5
Very good product thanks flipcartREAD MORE,5
BestREAD MORE,5
So nice productsREAD MORE,5
Nice productREAD MORE,5
GoodREAD MORE,3
Better in this price range but too small in sizeREAD MORE,4
Very bad product thisREAD MORE,1
Very badREAD MORE,1
Magnet quality in driver is not good..READ MORE,3
GoodREAD MORE,5
Very bad productREAD MORE,1
Super product 👌👌👌👌👌👌👌👌👌MuSt bUyREAD MORE,5
NicREAD MORE,3
NiceREAD MORE,5
Nice productREAD MORE,5
Really amazingREAD MORE,5
Really amazingREAD MORE,5
ExcellentREAD MORE,5
Don't buy... Poor quality... Most of srew pin are same...not usable...READ MORE,1
Very small but ok. At this price Vert useful and comfortableSome of the them are not useful at allREAD MORE,4
GoodREAD MORE,4
Good productsREAD MORE,5
Bad qualityREAD MORE,1
SuperREAD MORE,5
It's too smallREAD MORE,3
