Reveiw,Rating
But small size but super 😘💘💘💘💘💘💘😘😘READ MORE,5
Very badREAD MORE,1
GoodREAD MORE,5
Very bad productREAD MORE,3
OKREAD MORE,4
Very niceREAD MORE,5
Ok ok..READ MORE,4
OsamREAD MORE,5
SuperREAD MORE,3
Use fullREAD MORE,4
GoodREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,5
WORTH OF MONEYREAD MORE,5
Quality must be improved 🤨🤨READ MORE,2
Ok vry gdREAD MORE,4
Exelent productREAD MORE,5
Don't waste money. This is the worst thing. Should never buy it. Its quality is very bad. The item I ordered is broken.READ MORE,1
It's horrible 😳 plz don't waste your moneyREAD MORE,1
niceREAD MORE,5
Good 👍READ MORE,3
it's goodREAD MORE,5
Poor quality vast of money screw driver working damage screw pit low qualityREAD MORE,1
Good 👍READ MORE,4
Worst product. Too brittleREAD MORE,1
Nice productREAD MORE,5
TqREAD MORE,5
Superb but small product...READ MORE,5
Very small.not usefulREAD MORE,1
Product is good but the screw driver i received is bent. The driver has good enough magnetic power to hold the bits in place and to pull out the screws.READ MORE,3
Very poor qualityWaste of moneyREAD MORE,1
"Metal Quality is such cheap that if you want to open a screw with this tool, then it will break like a pencil tip. You can't open even a loose screw of mobile phone or laptop. Conclusion - Totally waste of money , it's better to buy a flower pot for show piece rather than this show piece toolkit.READ MORE",1
GoodREAD MORE,5
Vary nice productREAD MORE,5
"Poor quality, driver is not working properly and even after replacement box was found damageREAD MORE",1
Not badREAD MORE,1
Supper have workREAD MORE,5
GoodREAD MORE,4
NiceREAD MORE,3
GoodREAD MORE,3
Too small.READ MORE,3
GoodREAD MORE,5
Loose fitting for screwsREAD MORE,1
Very goodREAD MORE,5
Low Quality very small productREAD MORE,3
This is my second purchase..... For this price this is good one.... Iam using old set around 3 years.....READ MORE,4
OsmREAD MORE,5
Nice Product👌🏻READ MORE,5
Value for money nice look and see good conditionREAD MORE,4
PRODUCT Nice quality okBest For Small Thing'sREAD MORE,5
"Nice product, delivery boy is very much politeREAD MORE",4
Very very niceREAD MORE,5
Wery helpfull toolsREAD MORE,5
NiceREAD MORE,4
BadREAD MORE,1
Worrest qualityREAD MORE,1
GoodREAD MORE,4
***Best in this Price range***You will get a plucker inside this box***Suitable for home needs***Varieties of screw drivers      Highly RecommendedREAD MORE,4
Value for moneyREAD MORE,4
Nice product superbREAD MORE,5
Bad productREAD MORE,1
"Jackly seems Okay. The quality of the screw drivers looks okay hopefully it will be the same at the time of usage. Seller Retail net & Flipkart nice job! Got it for a reasonable deal price.Flipkart, you missed individual packaging for this from your end, but service and delivery👍READ MORE",4
Item is good but shipping is not well.READ MORE,3
Poor qualityREAD MORE,4
Nice productREAD MORE,5
No Quality FakREAD MORE,1
So far so gudREAD MORE,4
Dont waste your moneyREAD MORE,1
Dont waste your moneyREAD MORE,1
Poor productREAD MORE,1
Nice quality product  and compact sizeREAD MORE,3
superREAD MORE,5
Quality os very bad bad bad badREAD MORE,1
GoodREAD MORE,5
AwesomeREAD MORE,4
NiceREAD MORE,5
GretREAD MORE,3
Nyc productsREAD MORE,5
Worth itREAD MORE,5
Third class productREAD MORE,1
Good to use.. Value for money... excellent design thank youREAD MORE,3
GoodREAD MORE,5
"Dont get fooled by appearance, its only for light electronics uses only like mixer, television, laptop etc. If u r thinking to buy heavy duty product then go for Taparia.READ MORE",3
Mind blowing ..READ MORE,4
"Best product, greatREAD MORE",5
Not good not badREAD MORE,3
NycREAD MORE,3
Super product??????READ MORE,5
Low qualityREAD MORE,1
Waste product..lose of money..READ MORE,1
AwesomeREAD MORE,5
Nice but v smallREAD MORE,5
NiceREAD MORE,5
Small compact decent product in your budgetREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,4
Nice product at chip priceREAD MORE,4
Good product value of moneyREAD MORE,4
Product is Good But We did not try it liveREAD MORE,5
Nice product. Good for household work.READ MORE,5
Nice product by jackly  and fast delivery by flipkartREAD MORE,5
Very small in size. I can't open screw inside any hole. I can't open my jbl speaker using it.READ MORE,2
goodREAD MORE,5
Very nice productREAD MORE,5
Value for money.. and very usefulREAD MORE,5
Nice and wellREAD MORE,4
Very good product for multipurpose n low price.READ MORE,5
Contents: 30 different screw drivers                   A pair of tweezers                   1 handle.Handle is magnetic. Overall good item.READ MORE,5
Value for money  and good quality productsREAD MORE,5
Great Deal.Good Packing.Fast delivery.Thanks to Flipkart.5*READ MORE,5
Amazing produchtREAD MORE,4
Very useful...nyc one....READ MORE,5
Bits holder not so strong. It's turning when I try to tight a screwREAD MORE,3
Good as priceREAD MORE,5
NiceREAD MORE,4
okay okay. Not too great.READ MORE,3
okay okay. Not too great.READ MORE,3
Very good productREAD MORE,5
Gud product but size is very smallREAD MORE,2
Useful.. love it handy toll boxREAD MORE,3
Not badREAD MORE,4
Awsome productREAD MORE,5
Nice productREAD MORE,5
Nice product...READ MORE,3
BestREAD MORE,5
OKREAD MORE,4
Product is Actually Smaller then what it look in images and Quality is not Good even a Little strength can break it easily so be careful while opening Tight Screw.READ MORE,3
Low quality materials. No magnetic support for the bit inside the Holder. The tip of the bit is easily get damage if the screw little bit tight.READ MORE,2
"Small handle, useful to repair small and sofisticated things like toys computer watch etc. Not for heavy duty useREAD MORE",2
"Small handle, useful to repair small and sofisticated things like toys computer watch etc. Not for heavy duty useREAD MORE",2
Oh just good....it's remarkable....READ MORE,5
Very good usage best multitool gadgetREAD MORE,2
NiceREAD MORE,4
Worst productREAD MORE,1
Low qualityREAD MORE,2
Product is best.30 different screw driver have.best for open laptop.READ MORE,5
Nice 👍READ MORE,3
OkREAD MORE,5
OkREAD MORE,5
Size of the product is very small . . . Size disappointed 😞READ MORE,3
GoodREAD MORE,4
Not badREAD MORE,3
Very impressive product value for money 💰READ MORE,5
"Everything is good, but six of the holder is smallREAD MORE",4
Very useful productREAD MORE,4
GoodREAD MORE,4
BadREAD MORE,1
This is smaller than expected. But it's goodREAD MORE,4
"Rubbish Product don't Buy this product waste of money, Size is very Small than Show PictureREAD MORE",1
Value of moneyREAD MORE,5
Nice product      I am very 😊😊😊😊😊😊Product size is small but I am comfortable🥰🥰🥰READ MORE,5
AwesomeREAD MORE,5
Good  👍 product but size is smallREAD MORE,5
Good quality but small sizeREAD MORE,5
"Good for beginners and home use , not recommended for professionals, material quality is cheap however large range of screw heads are available but unfortunately there is no head available for mobiles screws it mean that you can not open a mobile with these screw heads you have to buy seprate set for mobiles , beside that a twizer is also provided in the set which is good. As per fit and quality not good, as per value for money it's good you can not have such cheap set in this price range, ov...READ MORE",3
"Waste of money,Don't BuyREAD MORE",2
Very cheap quality & build. Cannot use on toys also. Not worth the money.READ MORE,1
OkayREAD MORE,3
Best choose  😚4.5 ⭐ starREAD MORE,5
Good buy. Handy set of tools. Outer box is not sturdy.READ MORE,4
Good oneREAD MORE,4
Very smallREAD MORE,2
ExcellentREAD MORE,5
Best quality 👍READ MORE,5
GoodREAD MORE,5
Cheep qualityREAD MORE,1
Nice but little crackREAD MORE,5
Very small I don't like it. Hard to reach deep sports to open. If the neck will be a bit longer then it fineREAD MORE,2
SuperREAD MORE,5
ExcellentREAD MORE,5
Very nice 👌👌READ MORE,5
Nice productREAD MORE,5
Very nice productREAD MORE,5
OkkREAD MORE,4
Product is good you will get many sort of plug in pieces. But the real problem is the minus type screwdriver will just get broke when you try to unscrew a screw. I think you should not buy this. But all other attachments are good. Minus types are real worse🙄READ MORE,2
Thnks for flipcart...READ MORE,5
Vest metirialREAD MORE,1
good productREAD MORE,4
good productREAD MORE,4
No good 😡😡😤😤READ MORE,5
Not badREAD MORE,4
GoodREAD MORE,4
NiceREAD MORE,4
OK not big issueREAD MORE,1
Nice products thanks FlipkartREAD MORE,4
Good product I am emejing so good😎😎👌👌👌🙏🙏🙏🙏🙏🙏🙏✍️✍️✍️✍️✍️✍️✍️👍👍👍👍👍👍READ MORE,5
GoodREAD MORE,5
Average product at this priceREAD MORE,3
Not a good product at all..READ MORE,1
okREAD MORE,3
"Value for money , And good QualityREAD MORE",5
very Bad qualityREAD MORE,1
Not badREAD MORE,5
GoodREAD MORE,3
WorstREAD MORE,1
Value for money but quality is not very good. Very weak pieces.READ MORE,2
Good prodect  but this product is smalREAD MORE,5
Good prodect  but this product is smalREAD MORE,5
Very wonderfullyREAD MORE,5
Good QualityREAD MORE,5
Very good product  thanks for this product.but one of the screw driver + smallest size not in kit. For redmi mobile 3s prime.READ MORE,5
Happy HappyREAD MORE,5
It's okay okayREAD MORE,4
"Good choice,go for itREAD MORE",5
Good productREAD MORE,4
BestREAD MORE,5
Bed productREAD MORE,1
Just wow 😲🤩READ MORE,3
Good qualityREAD MORE,4
Ok normalREAD MORE,1
It's good. Worth buyingREAD MORE,4
Best itemsREAD MORE,5
Super  productREAD MORE,5
Ok sarREAD MORE,5
Ok sarREAD MORE,5
Good productREAD MORE,4
Best qualityREAD MORE,5
OkREAD MORE,4
Super 💖💖READ MORE,5
Don't buy this..very poor quality. U can't remove a single screw.READ MORE,1
SuperREAD MORE,5
GoodREAD MORE,4
It's very looseREAD MORE,3
Good service I happy with flipkartREAD MORE,5
Very niceREAD MORE,5
GoodREAD MORE,3
Easy to use and fit in every laptop and with this you can open any laptop.READ MORE,5
Good prodactREAD MORE,5
👍👍👍 goodREAD MORE,5
Smart produceREAD MORE,5
Good productREAD MORE,5
SuperREAD MORE,5
NiceREAD MORE,4
Quality is quite goodREAD MORE,5
Bad productREAD MORE,1
Only for short itemREAD MORE,4
Super productREAD MORE,5
NiceREAD MORE,5
Nice productREAD MORE,4
Very small in size west of money useless 👎READ MORE,1
Very bad quality product.😡READ MORE,1
Worst qualityREAD MORE,1
AverageREAD MORE,3
GoodREAD MORE,5
GoodREAD MORE,5
metal quality is not good iREAD MORE,2
poor quality. spoiled after an use.READ MORE,1
HappyREAD MORE,5
Very smallREAD MORE,2
Good item for purchaseREAD MORE,5
NiceREAD MORE,4
"The metal is not made of hardened iron, it didn't even screwed a single screw, the edges broke, It can't be used to open smart phoneREAD MORE",2
Good product 👌👍👌READ MORE,5
Not goodREAD MORE,1
Not goodREAD MORE,1
Best product in this priceREAD MORE,3
Good product at this price 👍👍👍👍READ MORE,4
This product is really goodREAD MORE,5
Nice productsREAD MORE,5
AverageREAD MORE,3
Awesome 👌 Good product 👌READ MORE,5
So cute 💖💖 beautiful ❤️❤️READ MORE,5
Product is low qualityREAD MORE,4
Brand toolREAD MORE,5
Bogus productREAD MORE,1
Nice 👍👍READ MORE,4
Nice 👍👍READ MORE,4
Very good productREAD MORE,4
Good budget productREAD MORE,4
NiceREAD MORE,4
Avg. QualityREAD MORE,3
NiceREAD MORE,5
Nice i like itREAD MORE,5
NiceREAD MORE,4
niceREAD MORE,5
Not badREAD MORE,3
SuparREAD MORE,5
"Worst product, used to open the screws but the screws edge broke... Worst qualityREAD MORE",1
Very bad productREAD MORE,1
Mettle quality is very badREAD MORE,1
SuperbREAD MORE,5
Very nice product 👌👌👌READ MORE,5
GoodREAD MORE,5
Very bad qualityREAD MORE,2
Bad QualityREAD MORE,1
Super 👌👌👌👌READ MORE,5
Very poor qualityREAD MORE,1
GoodREAD MORE,5
GoodREAD MORE,5
Magnate strength very less.READ MORE,1
Good👍👍👍READ MORE,4
Best Quality product..READ MORE,5
Magnetism is veri low and they don't work sometimesREAD MORE,2
SuperbREAD MORE,5
Worst productREAD MORE,1
GoodREAD MORE,5
This is bad product is quality is very poorREAD MORE,1
Best ekadamREAD MORE,5
Now it's okayREAD MORE,3
Very badREAD MORE,1
very bad quality it got bandREAD MORE,1
It's ok on this price.READ MORE,3
Dont buy waste product no useREAD MORE,1
It is very small and you can't loose a single screw.READ MORE,1
badREAD MORE,1
Good qualityREAD MORE,5
"Not bad, but its too small 😔READ MORE",3
Not to good not to bad in middleREAD MORE,4
Not to good not to bad in middleREAD MORE,4
"Worst product, their tip point are so flexible that even screw can not be opened and tip gets broken . It is just for showpiece and not using it.READ MORE",1
Good qualityREAD MORE,4
Thank you FlipcartREAD MORE,5
not goodREAD MORE,1
NiceREAD MORE,4
This is very bad ProductREAD MORE,1
This Jackly best in price.READ MORE,5
Good productNiceREAD MORE,5
Simple brokenREAD MORE,1
What can you expect at 99 the product can't be used to open laptop as the metal used is lower quality as soon as you try to open a screw the edge gets chipped. Only a tow for kidsDon't buy if you want to open an calculator laptop or mobile.Not sturdy enough to handel any thing.READ MORE,2
GoodREAD MORE,3
Nice productREAD MORE,5
Worth of buying this productREAD MORE,5
Not gudREAD MORE,1
simply wasteREAD MORE,1
very low quality productREAD MORE,1
NiceREAD MORE,5
This is amazing👍READ MORE,5
It justified the price. Quality is good.READ MORE,5
SuperREAD MORE,5
GoodREAD MORE,3
This item is very good👍👍. This item useily very easyREAD MORE,5
Good product..READ MORE,4
Awsome product but little small.READ MORE,4
Good 👍READ MORE,4
Very badREAD MORE,1
All are fine but the size is very small than expected.READ MORE,4
NiceREAD MORE,5
Very good product.. I am very satisfied.READ MORE,5
Very good product.. I am very satisfied.READ MORE,5
Nice very goodREAD MORE,5
GoodREAD MORE,5
Nice Product ... Good Quality.READ MORE,5
Good ProductREAD MORE,4
GoodREAD MORE,3
Quality not goodREAD MORE,2
Poor quality of productREAD MORE,1
"Low quality material used, magnet is not strong enough screw driver comes out while using.READ MORE",2
Bad productREAD MORE,2
GoodREAD MORE,3
Good productsREAD MORE,5
GoodREAD MORE,5
OkREAD MORE,3
Nice productREAD MORE,5
A1 productREAD MORE,5
GoodREAD MORE,5
This is poor quality product.READ MORE,2
Please improve the quality of products...READ MORE,4
Nice💕💕💕💕💕READ MORE,5
Nice💕💕💕💕💕READ MORE,5
Small size screw driverREAD MORE,4
I am happyREAD MORE,5
Great product need of every home simply wow awesomeREAD MORE,5
Nice productREAD MORE,4
GoodREAD MORE,4
goodREAD MORE,5
Because mobile phone in skrow + are notREAD MORE,1
Don't buy. Because:1. Chinese product2. Chinese productREAD MORE,1
Smart tools superREAD MORE,5
Good productREAD MORE,5
SaeREAD MORE,5
Very good productREAD MORE,4
ExcellentREAD MORE,5
Very small productREAD MORE,3
Very poor and bad productREAD MORE,1
Good QualityREAD MORE,5
OkREAD MORE,3
Not badREAD MORE,3
Best productREAD MORE,5
Good tool 🔧for the useful 👍in days to today life in some rong work can currently work for it. Nice product are a good day for me.READ MORE,5
SuperbREAD MORE,5
"Too small , magnets not that greatREAD MORE",3
Useful itemREAD MORE,5
It nice product it very useful productREAD MORE,5
Waste of money.... please black list this brandREAD MORE,1
Product is very smallIt use eliektronic onlyREAD MORE,4
NiceREAD MORE,4
Low qualityREAD MORE,1
Super kit for that price ..READ MORE,5
useuseless  third classREAD MORE,1
"As per price, everything is fine...100% value of money...READ MORE",5
Awsome ProductREAD MORE,5
Very nice this productREAD MORE,4
Very low quality grade product. The main handle is of very low quality.READ MORE,1
Worst product..ever purchased.please do not waste your money.. i have wasted mine.READ MORE,1
ExcellentREAD MORE,5
Good for this prizeREAD MORE,4
Heads damaged In first use it self. Steel used is not strong.READ MORE,1
GoodREAD MORE,3
GoodREAD MORE,3
Good product 👌READ MORE,5
Fast resevREAD MORE,5
Best price . Best ProductREAD MORE,5
Super productREAD MORE,5
Gud but size is too small and attachment missingREAD MORE,4
GoodREAD MORE,4
GoodREAD MORE,5
NiceREAD MORE,5
Very usefulREAD MORE,5
Not bad productREAD MORE,3
"Very low quality had to get a refund.cheep china product,better go with taparia,its indian and quality is very good with 2 year warranty.READ MORE",1
Not likeREAD MORE,2
The worst quality material I have ever seen.READ MORE,1
Not badREAD MORE,4
No good productREAD MORE,2
Just goodREAD MORE,3
Nice productREAD MORE,2
Very badREAD MORE,1
"I bye this price at 117 ,at this price this is bestREAD MORE",5
Good for personal useREAD MORE,4
Good productREAD MORE,4
Very niceREAD MORE,3
Not badREAD MORE,5
Worest quality of the productREAD MORE,1
Not goodREAD MORE,2
AwsomeREAD MORE,4
NiceREAD MORE,5
💓Good product thank you flipkart💓READ MORE,4
Nice and very smallREAD MORE,5
Waste of moneyREAD MORE,1
Very bad productREAD MORE,1
Don't buyREAD MORE,1
"This product is goodBut it is very small........ in the photo it looks like big but when i got the product its,smallREAD MORE",3
Poor qualityREAD MORE,1
Good productREAD MORE,5
GoodREAD MORE,5
It is ok ok but I don't  think it is goodREAD MORE,2
OkREAD MORE,5
Very badREAD MORE,1
NiceREAD MORE,5
Not badREAD MORE,4
Valu for moneyREAD MORE,4
It's quality is badREAD MORE,1
Good I am happy 😊READ MORE,5
For the looks it's just fine but the material it's made of is not holds the little stress.ie the tips are not strong enough to unscrew they broke easily.its just look like a toy and not recommended for regular usage they broke at at very first time I used that.READ MORE,1
The item is very amazing and goodREAD MORE,5
Bad qualityREAD MORE,1
Packing is very good. Same product. Over all batter .thanks to flipkartREAD MORE,5
Good ProductGood qualityUseful for only homeREAD MORE,5
Good ProductGood qualityUseful for only homeREAD MORE,5
I can't open my phone using this screwdriver set.By using this the thread of some bits gets damaged.Quality of some bits is very poor..READ MORE,3
Nice productREAD MORE,5
Nice productREAD MORE,4
GoodREAD MORE,5
No extension rodProduct okREAD MORE,4
My overall view is like avarageREAD MORE,3
Bad productREAD MORE,1
Best productREAD MORE,5
Best screwdriverREAD MORE,5
Super exllent. ProductsREAD MORE,5
Ok but give manualREAD MORE,4
SupperREAD MORE,5
GoodREAD MORE,3
Very niceREAD MORE,5
I got damage productREAD MORE,2
BestREAD MORE,5
Quality notREAD MORE,1
Nice postREAD MORE,5
Nice postREAD MORE,5
Bad productsREAD MORE,1
GoodREAD MORE,5
Good productREAD MORE,4
GoodREAD MORE,4
Best Quality & Quantity.READ MORE,5
BadREAD MORE,2
Too short in size....READ MORE,2
OkayREAD MORE,5
BeautifulREAD MORE,5
Nice productREAD MORE,5
Super flipkart product...READ MORE,5
GudREAD MORE,4
HappyREAD MORE,5
NiceREAD MORE,4
Best productsREAD MORE,5
product is ok but too small.READ MORE,3
Very bad quality.READ MORE,1
Very bad productREAD MORE,1
Nice 🤗 productREAD MORE,5
Nice👍👍👍👍READ MORE,5
Very nice 👌READ MORE,5
Not a good Quality very Bad waste of money the magnet is not work please don’t buy this product I am waste money to buy the product can you refund my money backREAD MORE,2
GoodREAD MORE,5
"Good for price, not a best quality of screw bits.. but okay, does the job for the priceREAD MORE",4
Worth for moneyREAD MORE,4
Not betterREAD MORE,2
"Very bad quality, I don't satisfactionREAD MORE",1
Its a utility buy..very useful..so handy.READ MORE,4
Its okkREAD MORE,3
Its okkREAD MORE,3
This product is best quality and value for must buy this productREAD MORE,5
goodREAD MORE,3
Very good nice heREAD MORE,5
Not so good as detailed in description.READ MORE,3
Product total readyREAD MORE,1
Very nice product but money moreREAD MORE,4
Is problem with the following ad listing hasREAD MORE,3
Nys goodREAD MORE,5
OkREAD MORE,3
Super pechkasREAD MORE,5
Very small product..READ MORE,1
GoodREAD MORE,5
This product not very bad .READ MORE,5
This is totally waste of money ?READ MORE,1
Very niceREAD MORE,5
Good for all new userREAD MORE,4
Wast productREAD MORE,1
Good experience nice product value for money.READ MORE,4
NiceREAD MORE,4
NiceREAD MORE,5
Quality of product is not goodREAD MORE,5
Very bad... quality is very low...READ MORE,1
Product is not good. It's precision are very weak One day i am opening the spectacles his screw tip was brokenREAD MORE,1
Love u eliREAD MORE,3
GoodREAD MORE,5
Screw heads broken easily....READ MORE,1
Good productREAD MORE,5
SuperREAD MORE,4
Ahold of chapter thank you FlipkartREAD MORE,5
Many wasteREAD MORE,2
OkREAD MORE,5
ExcellentREAD MORE,5
Nice productREAD MORE,4
Iron quality is very poor. But price is good.READ MORE,2
Very bad product.....Do not by thisREAD MORE,1
"Very very poor quality, Never ever buy this product, waste of money.READ MORE",1
Not so good but some screws are good.... And like of shipping in correct✔timeREAD MORE,2
It don't have hard disk opening and laptop opening toolREAD MORE,2
Best Quality productREAD MORE,5
Not a quality productREAD MORE,2
Bad products .I open one time screw and driver became blunt.READ MORE,3
GoodREAD MORE,5
wekley strongREAD MORE,3
Nice ❤️❤️❤️READ MORE,5
Not up to flipkart standard.READ MORE,2
"Can be more durable, the boxREAD MORE",5
SuperREAD MORE,3
WorthyREAD MORE,4
Ok...READ MORE,3
"Good, worth 93 for me but it should be little lessREAD MORE",5
Good productREAD MORE,5
Super itamREAD MORE,5
NiceREAD MORE,4
NiceREAD MORE,4
"Excellent  delivery  and good  quality  materials mostly helpful  for laptops,  mobileREAD MORE",5
"This product is good, but the extension road is not available in the box.READ MORE",4
Product is useful but quality is averageREAD MORE,3
Good productREAD MORE,4
okREAD MORE,5
Good productREAD MORE,5
super productREAD MORE,5
Quality of product is not up to mark. Its very low quality product.READ MORE,2
Nice product🙂READ MORE,5
Not goodREAD MORE,1
Excellent product in this price range.READ MORE,5
BadREAD MORE,1
Not badREAD MORE,3
It's very good products thank you flip. Com...READ MORE,5
I used two times it's a good. ProductREAD MORE,4
Waste of moneyREAD MORE,1
Quality is poorREAD MORE,1
Good but very goodREAD MORE,3
"Tweezer was missing inside the box, everything else is good. I did not return it.READ MORE",3
It's goodREAD MORE,4
It's good but too small if little bit more then it's better please proceed itREAD MORE,4
V nicREAD MORE,5
niceREAD MORE,3
NiceREAD MORE,3
Worst quality... Broken in first use only....READ MORE,1
Very badREAD MORE,5
Very badREAD MORE,1
All equipment are made with low martial Very poor quality One time use and throw this martialREAD MORE,1
GoodREAD MORE,5
"The product is good but the quality of material is bad ,if quality will improved  then the ultimately the product is very good and worthy of the budget price.READ MORE",3
GoodREAD MORE,3
Don't waste your moneyREAD MORE,1
Nice product ❤️READ MORE,5
"Pros:Compact in size, can be carried in easily.Good at this price range.Can be used for houshold purpose.Cons;Average material quality.Extension stick is not included in this pack.Cannot be used for any electronic instrument due to small size.READ MORE",3
Don't likeREAD MORE,2
The product is of moderate quality some of the attachments are very delicateREAD MORE,3
Price is good..but it is worthless as it doesn't open anythingREAD MORE,1
Good product fast replacement and delivery                Thanks filipcartREAD MORE,5
Very good product  and easy to used.READ MORE,4
Very good product  and easy to used.READ MORE,4
product is not qwalityREAD MORE,3
Waste productREAD MORE,2
Out side box baroken conditionREAD MORE,2
Very niceREAD MORE,5
Not badREAD MORE,4
Good one upto 70 rsTools qualities not goodREAD MORE,4
GoodREAD MORE,5
OsmREAD MORE,4
Use and throwREAD MORE,1
GoodREAD MORE,3
SuperREAD MORE,5
Ok ...no so badREAD MORE,3
Not purchasedI am not happyREAD MORE,1
NormalREAD MORE,5
Good Quality productREAD MORE,5
Nice productREAD MORE,4
Just okeyREAD MORE,3
Product was goodREAD MORE,4
NiceREAD MORE,5
Good productREAD MORE,4
Worst qualityREAD MORE,1
OkREAD MORE,3
The product is good according to Price.READ MORE,3
Good👍READ MORE,5
"Many types but height wise small.. doesn't help in many, to which screws are fitted bit deepREAD MORE",3
Bad productREAD MORE,3
BadREAD MORE,2
Best product for flipkartThank you flipkardVeliyu for money 99$READ MORE,5
Very badREAD MORE,2
Very nice 👌👍READ MORE,5
Not goodREAD MORE,2
BestREAD MORE,5
AverageREAD MORE,1
Very essential productREAD MORE,4
This price range it's okay but not to goodREAD MORE,3
Is nice very good productREAD MORE,5
Not goodREAD MORE,1
waste of moneyREAD MORE,1
Value of moneyREAD MORE,3
Value of moneyREAD MORE,3
It's okREAD MORE,3
Don't buy this item or your money will be wasted.  Don't buy items from Flipkart it gives very bad useless items 😡💢💢😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡💢💢😡😡💢💢😡😡😡😡😡💢💢💢😡😡😡💢😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡💢😡💢😡💢😡😡�...READ MORE,1
It is like a toy not for Official Work instrument are very small 🤏READ MORE,1
Not as expected average product onlyREAD MORE,2
Good .. worth for the priceREAD MORE,4
𝓖𝓸𝓸𝓭 𝓹𝓻𝓸𝓭𝓾𝓬𝓽.READ MORE,5
Ok okREAD MORE,3
NiceREAD MORE,5
OkREAD MORE,5
Very very very poor QualityREAD MORE,1
Very bad qualityREAD MORE,1
Quality fine but very small size and price range is highREAD MORE,5
Very very niceREAD MORE,5
Good products as compare to priceREAD MORE,3
GoodREAD MORE,5
Good prodectREAD MORE,4
TryREAD MORE,5
Poor qualityREAD MORE,1
Not worthREAD MORE,1
Not worthREAD MORE,1
Very niceREAD MORE,5
Nice qualityREAD MORE,5
Nice👍READ MORE,4
Quality not goodREAD MORE,3
Nice workREAD MORE,5
Good qualityREAD MORE,4
Good productREAD MORE,4
GoodREAD MORE,4
Super productREAD MORE,5
Very good product! I used this to open 7 laptops and 4 plug outlets.Everything is fine 😁 (i hope)READ MORE,5
Waste moneyREAD MORE,2
NiceREAD MORE,4
Good ProductREAD MORE,4
GoodREAD MORE,3
Value for moneyREAD MORE,4
NiceREAD MORE,5
Good prodyctREAD MORE,5
Very very bad qualityREAD MORE,1
Not badREAD MORE,3
This product is amazing. Thank you Flipkart 😊READ MORE,5
I am very happy ❤️READ MORE,5
Vest qualityREAD MORE,1
Very niceREAD MORE,5
badREAD MORE,1
Nice productREAD MORE,5
Average productREAD MORE,4
Wrist this product is badREAD MORE,1
Good ProductREAD MORE,3
Quality is very very poor. don't got for it.READ MORE,1
Good quality ☺️READ MORE,5
NiceREAD MORE,5
Quality was too bad magbet not work overall not satisfiedREAD MORE,1
Very bas quality.... pathetic one.....all bits are very delicate not meant for any operation...not for mobile or any other electronic equipments... very badREAD MORE,1
Good but so small.READ MORE,3
NiceREAD MORE,5
Not goodREAD MORE,1
SuperREAD MORE,5
"Very good product ,it's totally value for monyREAD MORE",5
Not goodREAD MORE,2
Not goodREAD MORE,2
Quality Is Not Good Some Were Becoming Impositioned And Very Weak Metal Is UsedREAD MORE,2
Product quality noREAD MORE,3
Not respectedREAD MORE,2
Very bad qualityREAD MORE,1
To small sizeREAD MORE,1
WorstREAD MORE,1
Poor very  poorREAD MORE,1
Its too smallREAD MORE,1
ExcellentREAD MORE,5
I don't rcv thisREAD MORE,5
Not good qualityREAD MORE,1
GoodREAD MORE,5
Good product itemREAD MORE,5
Quality is not goodREAD MORE,3
"I was give 3 star only because this product is good but when came product is broken, I order four times and this product came broken all timesREAD MORE",3
Good but not very strong it bentsREAD MORE,5
Nice productREAD MORE,5
Not a good just okREAD MORE,3
NiceREAD MORE,5
Loose bits and very poor quality please dont purchase it as it is not precise at allREAD MORE,1
Nice😍READ MORE,5
It is very small than shown in picREAD MORE,1
OkREAD MORE,4
Quality not goodREAD MORE,1
Waste productREAD MORE,1
Best tools and very good quality. RecommendedREAD MORE,5
BetterREAD MORE,2
Precision is very less for each bits.READ MORE,2
Good ToolREAD MORE,5
The threads were bendREAD MORE,2
very nice product and worth for priceREAD MORE,5
Nice productREAD MORE,5
Quality is not Good.READ MORE,2
It's very small in size. Bad quality product.READ MORE,1
GoodREAD MORE,3
GoodREAD MORE,3
Nice productREAD MORE,4
GoodREAD MORE,3
Benki productREAD MORE,5
Very very very cheapREAD MORE,1
Quality notREAD MORE,1
Don't purchase this product...very cheap and low quality...do not expect the more by seeing the images.READ MORE,1
niceREAD MORE,3
Very poor quality  don't buy this productREAD MORE,4
Good productREAD MORE,4
GoodREAD MORE,5
Bit quality very poorREAD MORE,2
Bad itemREAD MORE,1
OkREAD MORE,2
OkREAD MORE,2
Useful as alwaysREAD MORE,5
